"archivo","linea","nivel","titulo","id"
"90-frikistars.Rmd",106,2,"La física del plasma warp para el lector con prisa.","c90-la-fisica-del-plasma-warp-para-el-lector-con"
"90-frikistars.Rmd",128,2,"Geografía galáctica.","c90-geografia-galactica"
"90-frikistars.Rmd",134,3,"Las cinco galaxias.","c90-las-cinco-galaxias"
"90-frikistars.Rmd",148,3,"Planetas destacados.","c90-planetas-destacados"
"90-frikistars.Rmd",202,3,"Zonas de riesgo y nuevas fronteras.","c90-zonas-de-riesgo-y-nuevas-fronteras"
"90-frikistars.Rmd",212,2,"Personajes ilustres.","c90-personajes-ilustres"
"90-frikistars.Rmd",216,3,"Los padres fundadores del dato.","c90-los-padres-fundadores-del-dato"
"90-frikistars.Rmd",226,3,"La escuela AITM.","c90-la-escuela-aitm"
"90-frikistars.Rmd",242,3,"Magnates y CEOs.","c90-magnates-y-ceos"
"90-frikistars.Rmd",256,2,"Organizaciones e instituciones.","c90-organizaciones-e-instituciones"
"90-frikistars.Rmd",258,3,"Agencia Interplanetaria de Transporte de Mercancías (AITM).","c90-agencia-interplanetaria-de-transporte-de"
"90-frikistars.Rmd",262,3,"Autoridad Reguladora del Transporte Interestelar (ARTI).","c90-autoridad-reguladora-del-transporte"
"90-frikistars.Rmd",266,3,"Autoridad Galáctica de Transporte Interestelar (AGTI).","c90-autoridad-galactica-de-transporte"
"90-frikistars.Rmd",270,3,"Federación de Rutas Espaciales de Andrómeda.","c90-federacion-de-rutas-espaciales-de-andromeda"
"90-frikistars.Rmd",274,3,"Asociación Sectorial de Transporte Interestelar (ASTI).","c90-asociacion-sectorial-de-transporte"
"90-frikistars.Rmd",278,3,"Los tres grandes astilleros.","c90-los-tres-grandes-astilleros"
"90-frikistars.Rmd",288,2,"Glosario del pasajero apresurado.","c90-glosario-del-pasajero-apresurado"
"90-frikistars.Rmd",309,2,"Nota final: la filmografía tras el universo R-Stars.","c90-nota-final-la-filmografia-tras-el-universo-r"
"90-frikistars.Rmd",349,2,"Coda: y que la R os acompañe.","c90-coda-y-que-la-r-os-acompane"
